,,,,,,,,,,,,,,,,,,,,
,,Nº REGISTRO,PLANOS (HIPERVINCULO),WEIGHT,MEDIDAS,ESCALA,GENERAL TOLERANCE,Nº ALMACENAJE,MATERIAL,COATING,CODE,DWG.,DWG. DATE,APPR.,APPR. DATE,COMPANY,Column 19,PAPER,ENLACE,COMMENTS
,413,A02.04.02,MOUNTING PLATE,"0,47KG",A3,1:1,DIN 7168M,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,18/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,414,A02.04.03,ANGLE,3G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,17/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,415,A02.04.06,FILTER SUPPORT,48G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,17/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,416,A02.04.07,SMALL GEAR,"2,5G",A4,2:1,DIN 7168F,A02.03-A02.09 (8),D/S,D/S,,A.N.N,11/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,417,A02.04.08,RACK,12G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),D/S,D/S,,A.N.N,7/5/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,418,A02.04.09,CARRIAGE NKL1-45,60G,A3,2:1,DIN 7168F,A02.03-A02.09 (8),D/S,D/S,,A.N.N,8/5/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,419,A02.04.10,PLATE,36G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,24/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,420,A02.04.11,STEPMOTOR SUPPORT,35G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,13/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,421,A02.04.12,TRANSDUCER SUPPORT,70G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,10/6/1987,P.H.J,15/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,422,A02.04.13,ICCD SUPPORT,"0,16KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,18/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,423,A02.04.14,CARRIAGE NKL 3-105,"0,55KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),D/S,D/S,,A.N.N,25/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,424,A02.04.15,DRIVE MOUNTING PLATE,"0,73KG",A2,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,7/5/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,425,A02.04.16,AUTOCOLLIMATOR SUPPORT,61G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,13/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,426,A02.04.17,DISTANCE PIECE,2G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,30/4/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,427,A02.04.18,CARRIAGE SUPPORT,"0,10KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,17/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,428,A02.04.30,ROLLER SCREW,"0,1KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),D/S,D/S,,A.N.N,6/2/1987,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,429,A02.04.32,LENS MOUNTING BAR,18G,A3,5:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHROMATE,,A.N.N,24/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,430,A02.04.33,LENS HOLE PLATE,1G,A3,5:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHROMATE,,A.N.N,20/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,431,A02.04.34,DISTANCE PIECE,D/S,A3,5:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHROMATE,,A.N.N,24/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,432,A02.04.35,FIBRE FIXATION PIECE A,11G,A3,5:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHROMATE,,A.N.N,25/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,433,A02.04.36,FIBRE FIXATION PIECE B,3G,A4,5:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHROMATE,,A.N.N,25/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,434,A02.04.44,ICCD HOLDER,"0,11KG",A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,3/6/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,435,A02.04.45,REAR PLATE,D/S,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK PAINT,,A.N.N,8/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,436,A02.04.46,POSITION ARM,D/S,A4,2:1,N/A,A02.03-A02.09 (8),BRASS,BLACK CHEMICAL OXYDATION,,D/S,D/S,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,437,A02.05A,X-Y CARRIAGE DRIVE,"5,8KG",A1,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,25/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,438,A02.05B,X-Y CARRIAGE DRIVE,D/S,A1,2:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,25/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,439,A02.05C,X-Y CARRIAGE DRIVE,D/S,A1,2:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,25/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,440,A02.05.01,SENSOR HOLDER A,9G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,D/S,,A.N.N,7/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,441,A02.05.02,SENSOR HOLDER B,11G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,19/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,442,A02.05.03,SENSOR HOLDER C,38G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,22/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,443,A02.05.04,BRAKE & TACHO MOUNTING,"0,43KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),X 12 Cr Ni 18.8 OR SIMILAR,BLACK (NON MAGNETIC STAINLESS),,A.N.N,19/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,444,A02.05.05,SUPPORT RING,9G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),BRONZE,D/S,,A.N.N,29/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,445,A02.05.06,AUXILIARY FLANGE,"0,14KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,D/S,,A.N.N,24/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,446,A02.05.07,SHIELD DISC,1G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),MONEL METAL,D/S,,A.N.N,29/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,447,A02.05.08,MOTOR MOUNTING ,"0,29KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,29/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,448,A02.05.09,RETAINING PIECE A,11G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),BRONZE,D/S,,A.N.N,27/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,449,A02.05.10,RETAINING PIECE B,9G,A4,2:1 ,DIN 7168F,A02.03-A02.09 (8),BRONZE,D/S,,A.N.N,27/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,450,A02.05.11,AXLE NUT,21G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,26/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,451,A02.05.12,BEARING HOUSING A,"0,39KG",A2,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,18/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,452,A02.05.13,DISTANCE PIECE,30G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,29/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,453,A02.05.14,END FLANGE,52G,A3,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,26/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,454,A02.05.15,ROLLER SCREW-X,D/S,A3,1:1,DIN 7168F,A02.03-A02.09 (8),D/S,D/S,,A.N,D/S,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,455,A02.05.16,NUT MOUNTING-X,"0,21KG",A2,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,22/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,456,A02.05.17,BEARING HOUSING B,"0,34KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,22/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,457,A02.05.18,ENCODER MOUNTING,"0,17KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,19/6/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,458,A02.05.19,ROLLER SCREW-Y,D/S,A3,1:1,DIN 7168F,A02.03-A02.09 (8),D/S,D/S,,A.N,23/3/1987,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,459,A02.05.20,NUT MOUNTING-Y,"0,23KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,27/5/1987,N.C.J,8/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,460,A02.05.21,SWITCH MOUNTING-Y,21G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,20/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,461,A02.05.22,SWITCH MOUNTING-X,10G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,D/S,,A.N.N,6/1/1987,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,462,A02.05.23,SWITCH ARM,D/S,A4,2:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,7/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,463,A02.06A,X-Y CARRIAGE ,"18,8KG",A1,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,Z.R,24/6/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,464,A02.06B,X-Y CARRIAGE,"18,8KG",A2,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,Z.R,30/6/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,465,A02.06C,X-Y CARRIAGE,"18,8KG",A2,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,Z.R,1/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,466,A02.06.01,SMALL CARRIAGE MOUNTING,"2,89KG",A2,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,Z.R,2/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,467,A02.06.02,SPRING HOLDER A,83G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,3/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,468,A02.06.03,HOLDER A,"0,53KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,3/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,469,A02.06.04,SPRING,40G,A3,1:1,DIN 7168F,A02.03-A02.09 (8),55 Si (HARDENED),D/S,,Z.R,D/S,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,470,A02.06.05,SPRING HOLDER B,75G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,3/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,471,A02.06.06,HOLDER B,"0,84KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,Z.R,3/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,472,A02.06.07,SPRING HOLDER C,"0,11KG",A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,3/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,473,A02.06.08,HOLDER C,660G,A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,Z.R,3/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,474,A02.06.09,PLATE,"0,96KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,5/8/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,475,A02.06.17,CARRIAGE NKL 6-360,"5,25KG",A1,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,Z.R,2/7/1987,P.H.J,7/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,476,A02.07,FOCAL EXTERNDER FOR FIBRE,3KG,A1,1:1 (2:1),N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,18/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,477,A02.07.01,NUT,10G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHEMICAL OXYDATION,,A.N.N,12/8/1987,P.H.J,16/8/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,478,A02.07.02,PACKING RING A,"0,13G",A4,2:1,DIN 7168F,A02.03-A02.09 (8),PTFE+GRAPHITE,D/S,,A.N.N,12/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,479,A02.07.03,PACKING RING B,"0,07G",A4,2:1,DIN 7168F,A02.03-A02.09 (8),PTFE+GRAPHITE,D/S,,A.N.N,12/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,480,A02.07.04,SCREW CAP,"0,16KG",A3,2:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHEMICAL OXYDATION,,A.N.N,14/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,481,A02.07.05,THREADED PIECE,96G,A3,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,14/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,482,A02.07.06,WASHER,1G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHEMICAL OXYDATION,,A.N.N,12/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,483,A02.07.07,CLAMPING PLUG,"0,17G",A4,2:1,DIN 7168F,A02.03-A02.09 (8),RUBBER NBR,D/S,,A.N.N,12/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,484,A02.07.08,FLANGE,"2,7KG",A2,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,13/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,485,A02.07.09,SCREW,9G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),BRASS,BLACK CHEMICAL OXYDATION,,A.N.N,13/8/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,486,A02.08,PROBE ARM,"3,4KG",A1,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,26/10/1987,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,487,A02.08.01,PROBE MOUNTING,"1,3KG",A2,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N,4/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,488,A02.08.02,MIRROR HOUSING,"1,4KG",A1,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N,22/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,489,A02.08.03,MOTOR SUPPORT,D/S,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK PAINT,,A.N.N,12/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,490,A02.08.04,MOTOR AXLE,D/S,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 60,D/S,,A.N.N,12/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,491,A02.08.05,PLATE,D/S,A4,1:1,DIN 7168F,A02.03-A02.09 (8),BRONZE,D/S,,A.N.N,12/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,492,A02.08.06,FLANGE,280G,A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N,5/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,493,A02.08.07,MIRROR SUPPORT,55G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),TITAN ,BLACK CHROMATE,,A.N,4/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,494,A02.08.08,PIN,"2,5G",A4,1:1,DIN 7168F,A02.03-A02.09 (8),TAPER PINS B 4X26 DIN1,D/S,,A.N,5/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,495,A02.08.09,GEAR HOUSING,D/S,A4,1:1,DIN 7168F,A02.03-A02.09 (8),BRONZE,BLACK PAINT,,A.N.N,12/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,496,A02.08.10,PERISCOPE MIRROR HOLDER,58G,A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N,26/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,497,A02.08.11,AXLE,9G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2 (CENTERLESS AXLE),D/S,,A.N,26/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,498,A02.08.13,AXLE BEARING,6G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),BRONZE,D/S,,A.N,26/5/1987,P.H.J,24/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,499,A02.08.14,STIFFENING PIECE,D/S,A4,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,D/S,D/S,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,500,A02.08.15,MAGNET HOLDER,5g,A4,2:1,DIN 7168F,A02.03-A02.09 (8),BRONZE,D/S,,A.N.N,15/9/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,501,A02.08.16,STOP,21G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,D/S,,A.N.N,15/9/1987,P.H.J,16/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,502,A02.08.17,PITCH WORM WHEEL,D/S,A4,1:1,DIN 7168F,A02.03-A02.09 (8),BRONZE,D/S,,A.N.N,13/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
